priors_count,Violence_rawscore,Recidivism_rawscore,race,query_id,doc_id
0.289473684,0.6852517990000001,1.0,0.0,1.0,1.0
0.526315789,0.7535971220000001,0.9701492540000001,1.0,1.0,2.0
0.0,0.8615107909999999,0.9466950959999999,1.0,1.0,3.0
0.15789473699999998,0.552158273,0.9445629000000001,1.0,1.0,4.0
0.5,0.85971223,0.936034115,1.0,1.0,5.0
0.289473684,0.611510791,0.936034115,0.0,1.0,6.0
0.052631579000000005,0.598920863,0.9339019190000001,1.0,1.0,7.0
0.657894737,0.7985611509999999,0.9317697229999999,0.0,1.0,8.0
0.10526315800000001,0.714028777,0.9253731340000001,1.0,1.0,9.0
0.21052631600000002,0.6600719420000001,0.923240938,1.0,1.0,10.0
0.078947368,0.642086331,0.923240938,1.0,1.0,11.0
0.36842105299999994,0.877697842,0.9189765459999999,0.0,1.0,12.0
0.36842105299999994,0.838129496,0.914712154,1.0,1.0,13.0
0.342105263,0.726618705,0.9061833690000001,1.0,1.0,14.0
0.026315789,0.7985611509999999,0.9040511729999999,0.0,1.0,15.0
0.447368421,0.829136691,0.901918977,1.0,1.0,16.0
0.184210526,0.7985611509999999,0.8976545840000001,1.0,1.0,17.0
0.0,1.0,0.895522388,1.0,1.0,18.0
0.42105263200000004,0.604316547,0.8912579959999999,1.0,1.0,19.0
0.0,0.721223022,0.8912579959999999,1.0,1.0,20.0
0.7105263159999999,0.654676259,0.8912579959999999,1.0,1.0,21.0
0.236842105,0.670863309,0.8891258,1.0,1.0,22.0
0.078947368,0.7284172659999999,0.8891258,1.0,1.0,23.0
0.31578947399999996,0.631294964,0.886993603,1.0,1.0,24.0
0.21052631600000002,0.6672661870000001,0.886993603,1.0,1.0,25.0
0.026315789,0.7553956829999999,0.884861407,1.0,1.0,27.0
0.026315789,0.732014388,0.884861407,0.0,1.0,26.0
0.052631579000000005,0.848920863,0.8827292109999999,1.0,1.0,28.0
0.263157895,0.65647482,0.8827292109999999,1.0,1.0,29.0
0.263157895,0.726618705,0.8827292109999999,1.0,1.0,30.0
0.131578947,0.634892086,0.8827292109999999,1.0,1.0,31.0
0.42105263200000004,0.566546763,0.880597015,0.0,1.0,33.0
0.026315789,0.741007194,0.880597015,1.0,1.0,32.0
0.15789473699999998,0.73381295,0.8784648190000001,1.0,1.0,34.0
0.026315789,0.901079137,0.8784648190000001,1.0,1.0,35.0
0.10526315800000001,0.678057554,0.8763326229999999,1.0,1.0,36.0
0.36842105299999994,0.586330935,0.8742004259999999,1.0,1.0,37.0
0.026315789,0.7284172659999999,0.8742004259999999,0.0,1.0,38.0
0.21052631600000002,0.591726619,0.8742004259999999,1.0,1.0,39.0
0.236842105,0.5827338129999999,0.8742004259999999,1.0,1.0,40.0
0.078947368,0.726618705,0.87206823,1.0,1.0,43.0
0.342105263,0.760791367,0.87206823,1.0,1.0,44.0
0.0,0.699640288,0.87206823,0.0,1.0,41.0
0.026315789,0.624100719,0.87206823,0.0,1.0,42.0
0.5,0.5737410070000001,0.8699360340000001,1.0,1.0,45.0
0.026315789,0.778776978,0.8699360340000001,1.0,1.0,46.0
0.078947368,0.739208633,0.8699360340000001,0.0,1.0,47.0
0.263157895,0.507194245,0.8678038379999999,1.0,1.0,50.0
0.15789473699999998,0.6672661870000001,0.8678038379999999,1.0,1.0,51.0
0.131578947,0.510791367,0.8678038379999999,1.0,1.0,52.0
0.0,0.491007194,0.8678038379999999,0.0,1.0,48.0
0.236842105,0.6942446040000001,0.8678038379999999,0.0,1.0,49.0
0.0,0.7715827340000001,0.865671642,1.0,1.0,53.0
0.263157895,0.742805755,0.865671642,1.0,1.0,54.0
0.263157895,0.654676259,0.865671642,1.0,1.0,55.0
0.5,0.521582734,0.863539446,1.0,1.0,57.0
0.052631579000000005,0.79676259,0.863539446,0.0,1.0,56.0
0.39473684200000003,0.7176258990000001,0.8614072490000001,1.0,1.0,58.0
0.078947368,0.726618705,0.8614072490000001,1.0,1.0,59.0
0.15789473699999998,0.7122302159999999,0.8614072490000001,1.0,1.0,60.0
0.026315789,0.760791367,0.8614072490000001,1.0,1.0,61.0
0.078947368,0.6672661870000001,0.859275053,1.0,1.0,62.0
0.552631579,0.730215827,0.859275053,1.0,1.0,63.0
0.42105263200000004,0.332733813,0.859275053,1.0,1.0,64.0
0.184210526,0.604316547,0.857142857,1.0,1.0,66.0
0.0,0.620503597,0.857142857,0.0,1.0,65.0
0.026315789,0.622302158,0.8550106609999999,1.0,1.0,67.0
0.15789473699999998,0.47302158299999997,0.8550106609999999,1.0,1.0,68.0
0.052631579000000005,0.60971223,0.8550106609999999,1.0,1.0,69.0
0.184210526,0.579136691,0.852878465,1.0,1.0,70.0
0.078947368,0.7625899279999999,0.852878465,1.0,1.0,71.0
0.026315789,0.724820144,0.852878465,1.0,1.0,72.0
0.052631579000000005,0.627697842,0.850746269,0.0,1.0,73.0
0.473684211,0.658273381,0.848614072,1.0,1.0,76.0
0.052631579000000005,0.732014388,0.848614072,1.0,1.0,77.0
0.078947368,0.723021583,0.848614072,1.0,1.0,78.0
0.0,0.679856115,0.848614072,0.0,1.0,74.0
0.289473684,0.5,0.848614072,0.0,1.0,75.0
0.6315789470000001,0.5827338129999999,0.8464818759999999,1.0,1.0,79.0
0.026315789,0.776978417,0.84434968,1.0,1.0,81.0
0.131578947,0.5611510789999999,0.84434968,0.0,1.0,80.0
0.15789473699999998,0.852517986,0.8422174840000001,1.0,1.0,82.0
0.447368421,0.53057554,0.8422174840000001,1.0,1.0,83.0
0.21052631600000002,0.760791367,0.8422174840000001,1.0,1.0,84.0
0.289473684,0.65647482,0.8422174840000001,1.0,1.0,85.0
0.078947368,0.674460432,0.8422174840000001,1.0,1.0,86.0
0.342105263,0.5737410070000001,0.8422174840000001,1.0,1.0,87.0
0.342105263,0.65647482,0.8422174840000001,1.0,1.0,88.0
