priors_count,Violence_rawscore,Recidivism_rawscore,race,query_id,doc_id
0.0,0.017985611999999998,0.987206823,1.0,1.0,5.0
0.0,0.066546763,1.0,0.0,1.0,1.0
0.0,0.082733813,0.980810235,1.0,1.0,8.0
0.052631579000000005,0.052158273,0.993603412,0.0,1.0,2.0
0.026315789,0.03057554,0.957356077,1.0,1.0,19.0
0.0,0.0,0.991471215,0.0,1.0,3.0
0.052631579000000005,0.075539568,0.989339019,0.0,1.0,4.0
0.026315789,0.057553957,0.940298507,1.0,1.0,35.0
0.0,0.073741007,0.985074627,0.0,1.0,6.0
0.026315789,0.06294964,0.933901919,1.0,1.0,38.0
0.0,0.023381295,0.982942431,0.0,1.0,7.0
0.0,0.025179856,0.978678038,0.0,1.0,9.0
0.026315789,0.061151079000000004,0.933901919,1.0,1.0,39.0
0.0,0.028776977999999998,0.978678038,0.0,1.0,10.0
0.026315789,0.088129496,0.9125799569999999,1.0,1.0,74.0
0.026315789,0.088129496,0.97228145,0.0,1.0,11.0
0.0,0.12230215800000001,0.910447761,1.0,1.0,79.0
0.026315789,0.086330935,0.963752665,0.0,1.0,12.0
0.0,0.037769784,0.963752665,0.0,1.0,13.0
0.0,0.086330935,0.908315565,1.0,1.0,82.0
0.0,0.023381295,0.961620469,0.0,1.0,14.0
0.0,0.134892086,0.908315565,1.0,1.0,86.0
0.0,0.09352518,0.961620469,0.0,1.0,15.0
0.0,0.032374101,0.959488273,0.0,1.0,16.0
0.0,0.09352518,0.908315565,1.0,1.0,87.0
0.0,0.041366906,0.957356077,0.0,1.0,17.0
0.026315789,0.124100719,0.906183369,1.0,1.0,90.0
0.0,0.037769784,0.957356077,0.0,1.0,18.0
0.026315789,0.04676259,0.955223881,0.0,1.0,20.0
0.0,0.071942446,0.904051173,1.0,1.0,97.0
0.0,0.050359712,0.955223881,0.0,1.0,21.0
0.0,0.23561151100000002,0.901918977,1.0,1.0,103.0
0.026315789,0.043165468,0.953091684,0.0,1.0,22.0
0.026315789,0.043165468,0.901918977,1.0,1.0,106.0
0.0,0.057553957,0.953091684,0.0,1.0,23.0
0.0,0.041366906,0.950959488,0.0,1.0,24.0
0.052631579000000005,0.10611510800000001,0.89978678,1.0,1.0,114.0
0.0,0.050359712,0.950959488,0.0,1.0,25.0
0.026315789,0.129496403,0.897654584,1.0,1.0,117.0
0.0,0.050359712,0.950959488,0.0,1.0,26.0
0.0,0.10251798599999999,0.948827292,0.0,1.0,27.0
0.0,0.10611510800000001,0.891257996,1.0,1.0,133.0
0.0,0.09352518,0.948827292,0.0,1.0,28.0
0.0,0.088129496,0.891257996,1.0,1.0,134.0
0.026315789,0.041366906,0.946695096,0.0,1.0,29.0
0.0,0.066546763,0.9445629,0.0,1.0,30.0
0.026315789,0.111510791,0.8891258,1.0,1.0,140.0
0.0,0.09892086300000001,0.9445629,0.0,1.0,31.0
0.026315789,0.09532374099999999,0.8891258,1.0,1.0,145.0
0.0,0.170863309,0.942430704,0.0,1.0,32.0
0.026315789,0.196043165,0.886993603,1.0,1.0,146.0
0.184210526,0.09352518,0.942430704,0.0,1.0,33.0
0.0,0.061151079000000004,0.940298507,0.0,1.0,34.0
0.0,0.104316547,0.886993603,1.0,1.0,150.0
0.026315789,0.111510791,0.938166311,0.0,1.0,36.0
0.0,0.151079137,0.882729211,1.0,1.0,163.0
0.0,0.055755396,0.936034115,0.0,1.0,37.0
0.0,0.070143885,0.933901919,0.0,1.0,40.0
0.026315789,0.214028777,0.878464819,1.0,1.0,171.0
0.078947368,0.057553957,0.9317697229999999,0.0,1.0,41.0
0.0,0.129496403,0.874200426,1.0,1.0,177.0
0.0,0.050359712,0.9317697229999999,0.0,1.0,42.0
0.0,0.075539568,0.929637527,0.0,1.0,43.0
0.078947368,0.10611510800000001,0.874200426,1.0,1.0,184.0
0.0,0.06474820099999999,0.929637527,0.0,1.0,44.0
0.0,0.142086331,0.87206823,1.0,1.0,192.0
0.0,0.075539568,0.929637527,0.0,1.0,45.0
0.0,0.134892086,0.869936034,1.0,1.0,198.0
0.0,0.071942446,0.929637527,0.0,1.0,46.0
0.0,0.075539568,0.929637527,0.0,1.0,47.0
0.0,0.13129496400000001,0.8678038379999999,1.0,1.0,203.0
0.0,0.061151079000000004,0.92750533,0.0,1.0,48.0
0.026315789,0.163669065,0.865671642,1.0,1.0,207.0
0.026315789,0.09532374099999999,0.925373134,0.0,1.0,49.0
0.0,0.104316547,0.925373134,0.0,1.0,50.0
0.0,0.13129496400000001,0.865671642,1.0,1.0,211.0
0.0,0.077338129,0.923240938,0.0,1.0,51.0
0.026315789,0.13129496400000001,0.863539446,1.0,1.0,215.0
0.0,0.077338129,0.923240938,0.0,1.0,52.0
0.052631579000000005,0.080935252,0.923240938,0.0,1.0,53.0
0.0,0.23561151100000002,0.859275053,1.0,1.0,230.0
0.052631579000000005,0.073741007,0.923240938,0.0,1.0,54.0
0.026315789,0.127697842,0.859275053,1.0,1.0,233.0
0.0,0.077338129,0.923240938,0.0,1.0,55.0
0.026315789,0.111510791,0.855010661,1.0,1.0,244.0
0.052631579000000005,0.077338129,0.923240938,0.0,1.0,56.0
0.026315789,0.057553957,0.921108742,0.0,1.0,57.0
0.0,0.12230215800000001,0.852878465,1.0,1.0,250.0
0.0,0.066546763,0.921108742,0.0,1.0,58.0
0.0,0.143884892,0.850746269,1.0,1.0,254.0
0.026315789,0.055755396,0.921108742,0.0,1.0,59.0
0.0,0.061151079000000004,0.921108742,0.0,1.0,60.0
0.0,0.138489209,0.850746269,1.0,1.0,261.0
0.0,0.183453237,0.921108742,0.0,1.0,61.0
0.0,0.13129496400000001,0.850746269,1.0,1.0,263.0
0.0,0.082733813,0.918976546,0.0,1.0,62.0
0.026315789,0.161870504,0.918976546,0.0,1.0,63.0
0.052631579000000005,0.152877698,0.846481876,1.0,1.0,270.0
0.052631579000000005,0.104316547,0.918976546,0.0,1.0,64.0
0.052631579000000005,0.23201438800000002,0.846481876,1.0,1.0,271.0
0.026315789,0.079136691,0.918976546,0.0,1.0,65.0
0.026315789,0.14568345300000002,0.846481876,1.0,1.0,273.0
0.026315789,0.082733813,0.918976546,0.0,1.0,66.0
0.026315789,0.059352518,0.91684435,0.0,1.0,67.0
0.0,0.14568345300000002,0.846481876,1.0,1.0,274.0
0.052631579000000005,0.068345324,0.91684435,0.0,1.0,68.0
0.0,0.14028777,0.846481876,1.0,1.0,277.0
0.0,0.06294964,0.91684435,0.0,1.0,69.0
0.0,0.077338129,0.914712154,0.0,1.0,70.0
0.0,0.136690647,0.84434968,1.0,1.0,278.0
0.0,0.088129496,0.9125799569999999,0.0,1.0,71.0
0.0,0.158273381,0.84434968,1.0,1.0,283.0
0.10526315800000001,0.13129496400000001,0.9125799569999999,0.0,1.0,72.0
0.0,0.088129496,0.9125799569999999,0.0,1.0,73.0
0.0,0.113309353,0.8422174840000001,1.0,1.0,290.0
0.026315789,0.088129496,0.9125799569999999,0.0,1.0,75.0
0.026315789,0.134892086,0.8422174840000001,1.0,1.0,291.0
0.0,0.077338129,0.9125799569999999,0.0,1.0,76.0
0.026315789,0.10971223,0.840085288,1.0,1.0,295.0
0.052631579000000005,0.151079137,0.9125799569999999,0.0,1.0,77.0
0.052631579000000005,0.19064748199999998,0.910447761,0.0,1.0,78.0
0.026315789,0.165467626,0.835820896,1.0,1.0,307.0
0.0,0.17805755399999998,0.910447761,0.0,1.0,80.0
0.0,0.136690647,0.835820896,1.0,1.0,308.0
0.0,0.10251798599999999,0.910447761,0.0,1.0,81.0
0.0,0.086330935,0.908315565,0.0,1.0,83.0
0.0,0.185251799,0.835820896,1.0,1.0,310.0
0.0,0.09352518,0.908315565,0.0,1.0,84.0
0.184210526,0.16906474800000001,0.833688699,1.0,1.0,311.0
0.0,0.086330935,0.908315565,0.0,1.0,85.0
0.0,0.09352518,0.908315565,0.0,1.0,88.0
0.026315789,0.147482014,0.833688699,1.0,1.0,312.0
