DurationMonth,CreditAmount,score,age35,query_id,doc_id
0.382352941,0.601903819,0.7471150209999999,0.0,1.0,5.0
0.117647059,0.657862881,0.723936135,0.0,1.0,9.0
0.029411765,0.212886541,0.815386362,1.0,1.0,1.0
0.073529412,0.928524265,0.720548153,0.0,1.0,10.0
0.20588235300000002,0.877682403,0.798406557,1.0,1.0,2.0
0.20588235300000002,0.9294046440000001,0.719016373,0.0,1.0,11.0
0.20588235300000002,0.97248817,0.780768275,1.0,1.0,3.0
0.161764706,0.912237262,0.7071624249999999,0.0,1.0,19.0
0.117647059,0.980246506,0.749229104,1.0,1.0,4.0
0.117647059,0.9436557720000001,0.701773117,0.0,1.0,23.0
0.029411765,0.955981072,0.7003920299999999,0.0,1.0,25.0
0.117647059,0.871849895,0.746140102,1.0,1.0,6.0
0.294117647,0.889677561,0.686735775,0.0,1.0,33.0
0.117647059,0.602619126,0.726462105,1.0,1.0,7.0
0.029411765,0.947507428,0.6787127079999999,0.0,1.0,39.0
0.117647059,0.979366127,0.7261370819999999,1.0,1.0,8.0
0.25,0.871794872,0.6750149080000001,0.0,1.0,43.0
0.117647059,0.903983713,0.716905903,1.0,1.0,12.0
0.088235294,0.796467481,0.672613437,0.0,1.0,47.0
0.294117647,0.635633322,0.6719843160000001,0.0,1.0,48.0
0.029411765,0.9948828000000002,0.716410314,1.0,1.0,13.0
0.20588235300000002,0.29976890100000003,0.6656152710000001,0.0,1.0,54.0
0.117647059,0.911521954,0.7155034389999999,1.0,1.0,14.0
0.470588235,0.14124573599999998,0.661364222,0.0,1.0,58.0
0.102941176,0.9269836029999999,0.7153628320000001,1.0,1.0,15.0
0.117647059,0.9628040059999999,0.659450965,0.0,1.0,61.0
0.117647059,0.940574447,0.7100983240000001,1.0,1.0,16.0
0.029411765,0.938153406,0.657197178,0.0,1.0,70.0
0.294117647,0.8003741609999999,0.656838733,0.0,1.0,71.0
0.029411765,0.988775173,0.709794678,1.0,1.0,17.0
0.117647059,0.8876416859999999,0.650178838,0.0,1.0,76.0
0.294117647,0.651755255,0.7077445760000001,1.0,1.0,18.0
0.117647059,0.817596567,0.647706612,0.0,1.0,81.0
0.294117647,0.9176295809999999,0.704791213,1.0,1.0,20.0
0.117647059,0.90800044,0.646391163,0.0,1.0,83.0
0.20588235300000002,0.8823043909999999,0.704523396,1.0,1.0,21.0
0.20588235300000002,0.845988775,0.641512348,0.0,1.0,90.0
0.161764706,0.93430175,0.7030574039999999,1.0,1.0,22.0
0.044117647,0.88560581,0.640981682,0.0,1.0,92.0
0.6323529410000001,0.423792231,0.640717177,0.0,1.0,93.0
0.20588235300000002,0.900902388,0.701063304,1.0,1.0,24.0
0.117647059,0.9751843290000001,0.633891835,0.0,1.0,100.0
0.382352941,0.35358204,0.700291166,1.0,1.0,26.0
0.161764706,0.933476395,0.633443516,0.0,1.0,102.0
0.470588235,0.516672169,0.700044576,1.0,1.0,27.0
0.117647059,0.978540773,0.6332673799999999,0.0,1.0,103.0
0.161764706,0.965665236,0.697222336,1.0,1.0,28.0
0.294117647,0.940409376,0.6307856700000001,0.0,1.0,108.0
0.20588235300000002,0.906954991,0.630169797,0.0,1.0,110.0
0.294117647,0.840486409,0.695887617,1.0,1.0,29.0
0.470588235,0.804445912,0.623249461,0.0,1.0,120.0
0.294117647,0.841917024,0.695621456,1.0,1.0,30.0
0.117647059,0.927148674,0.619572887,0.0,1.0,124.0
0.20588235300000002,0.951524155,0.691645301,1.0,1.0,31.0
0.088235294,0.92588313,0.6175283549999999,0.0,1.0,133.0
0.117647059,0.93265104,0.688316633,1.0,1.0,32.0
0.088235294,0.935732365,0.615695939,0.0,1.0,137.0
0.117647059,0.8240893579999999,0.615490899,0.0,1.0,138.0
0.117647059,0.942830417,0.6864227949999999,1.0,1.0,34.0
0.117647059,0.871959943,0.614336682,0.0,1.0,140.0
0.117647059,0.967756135,0.681785452,1.0,1.0,35.0
0.647058824,0.312259271,0.6122198889999999,0.0,1.0,145.0
0.33823529399999996,0.874656102,0.681322531,1.0,1.0,36.0
0.117647059,0.975404424,0.610595073,0.0,1.0,151.0
0.029411765,0.939363926,0.680227778,1.0,1.0,37.0
0.117647059,0.856443271,0.609471567,0.0,1.0,156.0
0.117647059,0.942500275,0.678732279,1.0,1.0,38.0
0.161764706,0.937493122,0.609440404,0.0,1.0,157.0
0.294117647,0.930340046,0.60940322,0.0,1.0,158.0
0.470588235,0.882579509,0.67848042,1.0,1.0,40.0
0.029411765,0.945636624,0.6092933229999999,0.0,1.0,159.0
0.294117647,0.9476724990000001,0.675946019,1.0,1.0,41.0
0.029411765,0.94723231,0.608996451,0.0,1.0,161.0
0.073529412,0.921866403,0.6752751969999999,1.0,1.0,42.0
0.20588235300000002,0.898206229,0.608541659,0.0,1.0,162.0
0.294117647,0.7105205240000001,0.673555689,1.0,1.0,44.0
0.647058824,0.344172994,0.6062824520000001,0.0,1.0,166.0
0.33823529399999996,0.798338285,0.602497939,0.0,1.0,176.0
0.470588235,0.409926268,0.67339265,1.0,1.0,45.0
0.058823529000000006,0.971937933,0.5989281,0.0,1.0,185.0
0.117647059,0.847749532,0.6731045099999999,1.0,1.0,46.0
0.088235294,0.611643006,0.598472254,0.0,1.0,186.0
0.117647059,0.8955100690000001,0.6719707669999999,1.0,1.0,49.0
0.20588235300000002,0.9533399359999999,0.598284225,0.0,1.0,188.0
0.029411765,0.98993067,0.670820012,1.0,1.0,50.0
0.073529412,0.9702872240000001,0.596499231,0.0,1.0,193.0
0.073529412,0.8972158029999999,0.594590038,0.0,1.0,195.0
0.088235294,0.9436007479999999,0.6684956200000001,1.0,1.0,51.0
0.117647059,0.895950259,0.594369491,0.0,1.0,196.0
0.294117647,0.866347529,0.6678204320000001,1.0,1.0,52.0
0.117647059,0.9398041159999999,0.593962572,0.0,1.0,197.0
0.073529412,0.963244195,0.667577003,1.0,1.0,53.0
0.558823529,0.502971278,0.593154454,0.0,1.0,200.0
0.117647059,0.9313304720000001,0.6653065060000001,1.0,1.0,55.0
0.352941176,0.793331132,0.592941586,0.0,1.0,201.0
0.294117647,0.8853857159999999,0.664278444,1.0,1.0,56.0
0.20588235300000002,0.816220975,0.5927869779999999,0.0,1.0,203.0
0.20588235300000002,0.608011445,0.592763945,0.0,1.0,204.0
0.20588235300000002,0.933806537,0.66393385,1.0,1.0,57.0
0.029411765,0.929129526,0.5891085970000001,0.0,1.0,212.0
0.117647059,0.9583470890000001,0.660280158,1.0,1.0,59.0
0.161764706,0.7593815340000001,0.5883138779999999,0.0,1.0,213.0
0.25,0.829041488,0.659713212,1.0,1.0,60.0
0.117647059,0.9716077909999999,0.5880456089999999,0.0,1.0,214.0
0.294117647,0.913447783,0.659057594,1.0,1.0,62.0
0.294117647,0.9294046440000001,0.586321434,0.0,1.0,217.0
0.294117647,0.686750303,0.5849548,0.0,1.0,222.0
0.294117647,0.666336525,0.658520154,1.0,1.0,63.0
0.294117647,0.93776824,0.584765416,0.0,1.0,223.0
0.029411765,0.97474414,0.6581415370000001,1.0,1.0,64.0
0.117647059,0.91025641,0.583955944,0.0,1.0,225.0
0.132352941,0.9148783979999999,0.657879441,1.0,1.0,65.0
0.117647059,0.9951028940000001,0.583674427,0.0,1.0,226.0
0.029411765,0.976174755,0.657875376,1.0,1.0,66.0
0.294117647,0.321613294,0.583119825,0.0,1.0,230.0
0.044117647,0.872014966,0.5814947079999999,0.0,1.0,232.0
0.117647059,0.971772862,0.65778234,1.0,1.0,67.0
0.029411765,0.976780015,0.58024339,0.0,1.0,237.0
0.117647059,0.972983383,0.657557127,1.0,1.0,68.0
0.029411765,0.89732585,0.5795216839999999,0.0,1.0,238.0
0.294117647,0.9224716629999999,0.657378733,1.0,1.0,69.0
0.117647059,0.9030483109999999,0.577545048,0.0,1.0,243.0
0.470588235,0.749917465,0.656650102,1.0,1.0,72.0
0.20588235300000002,0.946792121,0.57624661,0.0,1.0,246.0
0.294117647,0.9451964340000001,0.653150869,1.0,1.0,73.0
0.20588235300000002,0.908495653,0.575619596,0.0,1.0,248.0
0.117647059,0.8719049190000001,0.5755872289999999,0.0,1.0,249.0
0.029411765,0.962528887,0.652662204,1.0,1.0,74.0
0.647058824,0.7176736,0.575553658,0.0,1.0,250.0
0.161764706,0.955816001,0.6525431239999999,1.0,1.0,75.0
0.294117647,0.866072411,0.574848361,0.0,1.0,251.0
0.117647059,0.8478045559999999,0.6498384589999999,1.0,1.0,77.0
0.735294118,0.136403654,0.574257779,0.0,1.0,253.0
0.20588235300000002,0.76097722,0.649576514,1.0,1.0,78.0
0.25,0.923131947,0.572440568,0.0,1.0,256.0
0.029411765,0.977330252,0.572389082,0.0,1.0,257.0
0.117647059,0.940519423,0.6480930579999999,1.0,1.0,79.0
0.20588235300000002,0.80576648,0.5714761859999999,0.0,1.0,259.0
0.088235294,0.930064928,0.647758098,1.0,1.0,80.0
0.117647059,0.896995708,0.570919175,0.0,1.0,262.0
0.20588235300000002,0.942500275,0.6468125339999999,1.0,1.0,82.0
0.117647059,0.94272037,0.5701641989999999,0.0,1.0,266.0
0.117647059,0.9114119070000001,0.645756471,1.0,1.0,84.0
0.470588235,0.225927149,0.568090161,0.0,1.0,270.0
0.0,0.8277759440000001,0.566925406,0.0,1.0,272.0
0.20588235300000002,0.9517992740000001,0.6450824879999999,1.0,1.0,85.0
0.117647059,0.970012105,0.5650866670000001,0.0,1.0,273.0
0.161764706,0.9159238470000001,0.644461044,1.0,1.0,86.0
0.20588235300000002,0.800704303,0.564666049,0.0,1.0,276.0
0.20588235300000002,0.955705954,0.644355664,1.0,1.0,87.0
0.029411765,0.938153406,0.564173922,0.0,1.0,279.0
0.470588235,0.69197755,0.644173807,1.0,1.0,88.0
0.294117647,0.7647188290000001,0.56269709,0.0,1.0,282.0
0.161764706,0.81600088,0.5622761700000001,0.0,1.0,285.0
0.161764706,0.636843843,0.64211934,1.0,1.0,89.0
0.088235294,0.9463519309999999,0.5594566400000001,0.0,1.0,296.0
0.294117647,0.883955101,0.641288791,1.0,1.0,91.0
0.029411765,0.9259931770000001,0.558684352,0.0,1.0,299.0
0.029411765,0.9852536590000001,0.640682402,1.0,1.0,94.0
0.647058824,0.602399032,0.558240399,0.0,1.0,302.0
0.470588235,0.794211511,0.640657412,1.0,1.0,95.0
0.161764706,0.8839000770000001,0.557395699,0.0,1.0,306.0
0.117647059,0.94618686,0.639286713,1.0,1.0,96.0
0.117647059,0.8898976559999999,0.556735867,0.0,1.0,310.0
0.20588235300000002,0.928304171,0.556430414,0.0,1.0,312.0
0.058823529000000006,0.963849455,0.639192623,1.0,1.0,97.0
0.558823529,0.827005612,0.556124811,0.0,1.0,313.0
0.029411765,0.928854407,0.63567141,1.0,1.0,98.0
0.0,0.9310553540000001,0.55546257,0.0,1.0,317.0
0.117647059,0.9737537140000001,0.634157996,1.0,1.0,99.0
0.117647059,0.819687466,0.5542943520000001,0.0,1.0,321.0
0.25,0.8861560470000001,0.6335833710000001,1.0,1.0,101.0
0.132352941,0.936227578,0.553132307,0.0,1.0,322.0
0.088235294,0.9429404640000001,0.552339394,0.0,1.0,326.0
0.33823529399999996,0.7647188290000001,0.632008535,1.0,1.0,104.0
0.029411765,0.754264334,0.5518742139999999,0.0,1.0,327.0
0.294117647,0.854407395,0.631282163,1.0,1.0,105.0
0.470588235,0.604820073,0.55186202,0.0,1.0,328.0
0.382352941,0.7257620779999999,0.6310483689999999,1.0,1.0,106.0
0.161764706,0.9190601959999999,0.550854282,0.0,1.0,330.0
0.117647059,0.9500385170000001,0.6308181879999999,1.0,1.0,107.0
0.294117647,0.7544844279999999,0.549097288,0.0,1.0,335.0
0.294117647,0.8795532079999999,0.549084492,0.0,1.0,336.0
0.294117647,0.90018708,0.6305169500000001,1.0,1.0,109.0
0.117647059,0.9314955429999999,0.5489967250000001,0.0,1.0,337.0
0.294117647,0.945031363,0.6299257650000001,1.0,1.0,111.0
0.029411765,0.938868714,0.548536965,0.0,1.0,341.0
0.161764706,0.829811819,0.6294741349999999,1.0,1.0,112.0
0.294117647,0.883074722,0.548429327,0.0,1.0,342.0
0.058823529000000006,0.93595246,0.6288788860000001,1.0,1.0,113.0
0.102941176,0.950258611,0.5482419000000001,0.0,1.0,343.0
0.470588235,0.405524375,0.627699979,1.0,1.0,114.0
0.294117647,0.887036426,0.5476922660000001,0.0,1.0,348.0
0.647058824,0.45653130799999997,0.54661889,0.0,1.0,351.0
0.073529412,0.937383075,0.625876747,1.0,1.0,115.0
0.735294118,0.494552658,0.5463850960000001,0.0,1.0,352.0
0.117647059,0.899691868,0.6246811299999999,1.0,1.0,116.0
0.647058824,0.798393309,0.545032161,0.0,1.0,360.0
0.382352941,0.802905249,0.6244480889999999,1.0,1.0,117.0
0.647058824,0.342247166,0.544625242,0.0,1.0,363.0
